id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
13264,2018-01-01,,One year,No,Electronic check,54.2,1423.15,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
13265,2016-06-01,,Two year,No,Bank transfer (automatic),100.1,4378.35,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
13266,2019-12-01,,Month-to-month,Yes,Mailed check,45.25,74.2,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
13267,2017-04-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Fiber optic,No,Yes,Yes,No,No,No,Male,1,No,No,Yes,1
13268,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.1,70.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
13269,2018-04-01,,One year,No,Bank transfer (automatic),20.85,450.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
13270,2017-03-01,,Month-to-month,Yes,Mailed check,33.45,1175.85,DSL,No,No,Yes,Yes,No,No,Female,0,No,No,No,0
13271,2017-09-01,,Two year,No,Mailed check,20.2,558.8,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13272,2017-11-01,,One year,Yes,Electronic check,85.9,2220.1,Fiber optic,Yes,No,Yes,No,No,No,Male,1,Yes,No,Yes,0
13273,2015-08-01,,One year,Yes,Electronic check,61.0,3283.05,DSL,No,Yes,Yes,Yes,No,No,Male,0,No,Yes,No,0
13274,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,70.65,142.35,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
13275,2015-05-01,,One year,Yes,Electronic check,86.9,4939.25,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,0
13276,2014-12-01,,Two year,No,Bank transfer (automatic),69.4,4237.5,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
13277,2018-11-01,,One year,No,Credit card (automatic),20.35,335.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13278,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,20.35,33.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
13279,2014-04-01,,Two year,Yes,Bank transfer (automatic),104.3,7188.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
13280,2018-05-01,,Month-to-month,Yes,Electronic check,44.95,926.25,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13281,2018-03-01,,One year,Yes,Electronic check,49.45,1119.35,DSL,No,No,No,Yes,No,No,Female,0,No,Yes,No,0
13282,2019-08-01,,One year,No,Mailed check,20.6,116.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
13283,2019-10-01,,Two year,No,Credit card (automatic),19.55,68.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
13284,2019-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),99.0,287.4,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
13285,2018-03-01,,Month-to-month,Yes,Electronic check,93.5,2341.55,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,0
13286,2017-12-01,,One year,No,Credit card (automatic),54.55,1362.85,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,No,No,No,0
13287,2019-06-01,,Month-to-month,No,Mailed check,20.05,163.6,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
13288,2017-11-01,2020-01-01,Month-to-month,Yes,Electronic check,83.95,2254.2,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
13289,2019-12-01,,Month-to-month,Yes,Electronic check,79.45,145.15,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
13290,2014-05-01,2019-12-01,Two year,No,Credit card (automatic),116.2,7752.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
13291,2013-12-01,2019-11-01,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
13292,2015-03-01,,One year,No,Credit card (automatic),79.85,4786.1,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,0
13293,2016-11-01,,One year,No,Electronic check,100.0,3835.55,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
13294,2018-05-01,,Two year,No,Mailed check,19.6,397.0,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
13295,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,19.7,19.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
13296,2016-02-01,,Two year,No,Bank transfer (automatic),20.2,1027.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13297,2017-07-01,,One year,Yes,Credit card (automatic),50.4,1580.1,DSL,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No,0
13298,2014-10-01,,One year,No,Electronic check,113.35,7222.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
13299,2016-04-01,,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,0
13300,2015-10-01,,Two year,Yes,Bank transfer (automatic),80.95,4233.95,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
13301,2014-07-01,,Two year,Yes,Mailed check,24.9,1680.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
13302,2014-07-01,,Month-to-month,No,Electronic check,54.9,3725.5,DSL,No,Yes,No,No,No,No,Female,1,No,No,Yes,0
13303,2019-08-01,2020-01-01,Month-to-month,No,Electronic check,75.55,413.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
13304,2014-03-01,,Two year,No,Electronic check,109.25,7707.7,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
13305,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
13306,2017-08-01,2019-10-01,Month-to-month,Yes,Electronic check,95.0,2497.2,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,No,No,Yes,1
13307,2014-03-01,,One year,Yes,Bank transfer (automatic),116.3,8309.55,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
13308,2017-06-01,,Month-to-month,No,Bank transfer (automatic),19.9,601.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
13309,2019-12-01,,Month-to-month,No,Electronic check,70.35,139.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
13310,2014-03-01,,Two year,No,Credit card (automatic),25.6,1888.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
13311,2015-02-01,,One year,Yes,Electronic check,44.45,2773.9,DSL,Yes,No,Yes,No,No,Yes,Female,0,No,No,No,0
13312,2015-07-01,,One year,Yes,Electronic check,100.15,5409.75,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
13313,2015-05-01,2019-11-01,One year,Yes,Credit card (automatic),105.4,5643.4,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,1
13314,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,95.85,197.7,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
13315,2019-08-01,,Month-to-month,Yes,Mailed check,73.85,401.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
13316,2016-02-01,,Two year,Yes,Credit card (automatic),70.1,3238.4,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
13317,2014-11-01,,Two year,No,Mailed check,25.25,1573.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
13318,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,79.15,79.15,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
13319,2019-02-01,,Month-to-month,No,Credit card (automatic),21.05,235.8,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
13320,2015-08-01,,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,DSL,No,No,No,No,No,No,Male,1,Yes,No,No,0
13321,2017-08-01,,One year,Yes,Electronic check,64.5,1985.15,DSL,No,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0
13322,2017-04-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
13323,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,79.0,303.15,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
13324,2016-10-01,,One year,Yes,Credit card (automatic),105.95,4335.2,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
13325,2019-05-01,,Month-to-month,Yes,Electronic check,75.85,647.5,Fiber optic,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
13326,2018-07-01,2019-12-01,Month-to-month,No,Electronic check,91.85,1574.45,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,1
13327,2014-12-01,,Two year,Yes,Credit card (automatic),43.6,2748.7,DSL,No,Yes,Yes,No,No,Yes,Female,0,No,No,No,0
13328,2017-10-01,,One year,Yes,Bank transfer (automatic),91.25,2483.65,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
13329,2014-04-01,,Two year,No,Credit card (automatic),89.75,6367.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
13330,2016-04-01,,Two year,Yes,Bank transfer (automatic),104.4,4904.2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
13331,2018-03-01,,Month-to-month,No,Mailed check,90.15,2044.95,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,0
13332,2016-03-01,,One year,No,Electronic check,40.3,1794.8,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
13333,2014-06-01,,Two year,Yes,Bank transfer (automatic),105.25,7173.15,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
13334,2014-11-01,2019-11-01,One year,Yes,Electronic check,106.0,6441.4,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,1
13335,2014-07-01,,Two year,Yes,Electronic check,104.0,7039.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,Yes,Yes,0
13336,2018-12-01,,Month-to-month,Yes,Electronic check,69.65,921.4,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,0
13337,2015-05-01,,Month-to-month,Yes,Electronic check,74.3,4018.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
13338,2015-07-01,,One year,No,Mailed check,100.9,5448.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
13339,2020-01-01,,Month-to-month,Yes,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
13340,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,49.9,49.9,DSL,No,No,No,Yes,No,No,Male,0,No,Yes,No,1
13341,2018-03-01,,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,No,No,Yes,0
13342,2018-10-01,2019-11-01,Month-to-month,Yes,Electronic check,100.35,1358.85,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
13343,2016-03-01,,Month-to-month,Yes,Electronic check,104.1,5135.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
13344,2016-12-01,,One year,No,Mailed check,20.1,730.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
13345,2016-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes,1
13346,2019-12-01,,Month-to-month,Yes,Credit card (automatic),56.55,118.25,DSL,No,Yes,No,No,No,No,Female,1,No,No,Yes,0
13347,2019-12-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),49.25,49.25,DSL,No,No,No,Yes,No,No,Male,1,Yes,Yes,No,1
13348,2018-11-01,,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
13349,2017-12-01,,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
13350,2017-03-01,,Two year,No,Credit card (automatic),19.7,730.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13351,2019-11-01,,Month-to-month,Yes,Mailed check,20.05,75.45,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
13352,2015-11-01,2020-01-01,Month-to-month,No,Electronic check,103.7,5071.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
13353,2016-08-01,,Month-to-month,Yes,Electronic check,94.4,4014.6,Fiber optic,Yes,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
13354,2019-04-01,,Month-to-month,Yes,Credit card (automatic),54.95,568.85,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,0
13355,2015-01-01,,One year,No,Bank transfer (automatic),93.7,5860.7,Fiber optic,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,No,No,0
13356,2014-06-01,,Two year,No,Credit card (automatic),110.25,7279.35,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
13357,2019-04-01,,One year,Yes,Electronic check,98.9,1064.95,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
13358,2014-07-01,2019-12-01,One year,No,Electronic check,89.75,5769.6,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,1
13359,2014-02-01,,Two year,Yes,Bank transfer (automatic),80.45,5886.85,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
13360,2015-07-01,,Month-to-month,No,Electronic check,79.4,4238.45,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
13361,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,20.3,20.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
13362,2019-07-01,,Month-to-month,No,Bank transfer (automatic),62.8,418.3,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,No,0
13363,2019-12-01,,Month-to-month,Yes,Mailed check,74.9,136.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
13364,2019-05-01,,Month-to-month,Yes,Electronic check,74.85,708.2,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,0
13365,2017-11-01,,Two year,Yes,Credit card (automatic),25.85,788.55,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
13366,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,101.95,700.85,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
13367,2014-10-01,,Two year,Yes,Mailed check,68.3,4378.8,DSL,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
13368,2014-04-01,,Two year,No,Bank transfer (automatic),48.4,3442.8,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,No,0
13369,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,94.0,181.7,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
13370,2014-07-01,,Two year,Yes,Electronic check,105.05,7171.7,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,1,No,No,No,0
13371,2016-03-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,Yes,1
13372,2018-02-01,,Two year,No,Credit card (automatic),25.15,553.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
13373,2019-10-01,,Two year,No,Credit card (automatic),19.5,96.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
13374,2016-06-01,,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
13375,2014-02-01,,Two year,Yes,Mailed check,20.7,1482.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13376,2019-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,1
13377,2014-08-01,,Two year,No,Bank transfer (automatic),19.35,1240.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
13378,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,44.65,44.65,DSL,No,Yes,No,Yes,No,Yes,Male,0,No,No,No,1
13379,2018-09-01,2019-10-01,Month-to-month,No,Electronic check,84.05,1095.3,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,Yes,No,1
13380,2019-02-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
13381,2014-09-01,,Month-to-month,Yes,Electronic check,104.35,6578.55,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
13382,2020-01-01,,Month-to-month,No,Mailed check,19.55,19.55,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
13383,2016-12-01,,One year,No,Electronic check,74.05,2802.3,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
13384,2018-03-01,,Two year,No,Mailed check,40.1,857.75,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,Yes,No,0
13385,2019-04-01,,One year,No,Mailed check,20.1,184.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
13386,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,101.7,364.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,Yes,Yes,1
13387,2014-02-01,,Two year,Yes,Credit card (automatic),83.55,6093.3,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
13388,2017-03-01,,Month-to-month,No,Electronic check,56.85,1861.1,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
13389,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,20.4,20.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
13390,2015-04-01,,Two year,No,Credit card (automatic),19.55,1079.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13391,2014-04-01,,One year,Yes,Electronic check,106.15,7475.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
13392,2016-12-01,,One year,No,Credit card (automatic),78.95,2862.55,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
13393,2015-02-01,,Month-to-month,Yes,Electronic check,49.75,3069.45,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
13394,2017-12-01,,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,Fiber optic,Yes,Yes,No,No,Yes,No,Male,0,No,No,Yes,0
13395,2019-06-01,,One year,No,Bank transfer (automatic),58.2,469.25,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
13396,2016-05-01,2019-10-01,One year,Yes,Electronic check,102.6,4213.35,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
13397,2017-02-01,,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,0
13398,2015-08-01,,One year,No,Bank transfer (automatic),65.25,3529.95,DSL,No,No,Yes,Yes,No,Yes,Male,1,No,No,No,0
13399,2014-01-01,2019-12-01,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
13400,2015-07-01,,Month-to-month,Yes,Electronic check,73.1,4144.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
13401,2014-02-01,,Two year,No,Bank transfer (automatic),59.75,4265.0,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,Yes,0
13402,2019-08-01,2019-11-01,Month-to-month,Yes,Mailed check,55.1,154.65,DSL,Yes,No,No,Yes,No,No,Female,0,No,Yes,No,1
13403,2015-08-01,,Two year,Yes,Bank transfer (automatic),59.8,3246.45,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
13404,2014-02-01,,Two year,Yes,Bank transfer (automatic),116.6,8337.45,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
13405,2015-10-01,,Two year,Yes,Electronic check,109.3,5731.4,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
13406,2015-02-01,,One year,Yes,Bank transfer (automatic),101.4,6176.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,No,No,Yes,0
13407,2016-11-01,,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
13408,2018-11-01,,One year,No,Mailed check,56.15,931.9,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,0
13409,2014-02-01,2019-11-01,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
13410,2016-07-01,,One year,Yes,Mailed check,19.2,776.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
13411,2014-11-01,,One year,No,Bank transfer (automatic),83.0,5243.05,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,0
13412,2019-12-01,,Month-to-month,No,Electronic check,70.1,141.65,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
13413,2014-02-01,,Two year,Yes,Bank transfer (automatic),108.3,7679.65,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
13414,2017-03-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,1
13415,2016-10-01,,Two year,No,Credit card (automatic),25.25,1006.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
13416,2015-04-01,,One year,Yes,Electronic check,45.35,2540.1,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,No,0
13417,2014-07-01,,Two year,No,Electronic check,43.9,3097.2,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,0
13418,2015-09-01,2019-12-01,Month-to-month,Yes,Electronic check,77.5,3807.35,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,1
13419,2017-07-01,,One year,Yes,Mailed check,79.3,2484.0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
13420,2014-05-01,,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,Fiber optic,Yes,Yes,No,No,No,No,Male,1,Yes,No,Yes,0
13421,2017-06-01,,One year,Yes,Electronic check,79.25,2619.15,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,0
13422,2018-05-01,,Two year,No,Credit card (automatic),71.05,1524.85,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,No,No,No,0
13423,2015-10-01,,One year,No,Electronic check,53.75,2790.65,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
13424,2014-02-01,,Two year,No,Credit card (automatic),24.25,1784.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
13425,2014-01-01,2020-01-01,Two year,Yes,Electronic check,54.2,3937.45,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
13426,2015-10-01,,One year,No,Bank transfer (automatic),44.25,2276.1,DSL,Yes,No,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
13427,2016-09-01,,One year,No,Bank transfer (automatic),50.05,2029.05,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,0
13428,2016-09-01,,Two year,No,Mailed check,20.15,802.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
13429,2019-05-01,2019-11-01,Month-to-month,Yes,Mailed check,69.25,418.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
13430,2014-07-01,,One year,Yes,Credit card (automatic),69.35,4653.25,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
13431,2018-10-01,,Month-to-month,No,Mailed check,19.35,275.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13432,2018-09-01,,Two year,No,Mailed check,19.15,343.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
13433,2017-03-01,,Month-to-month,No,Mailed check,61.0,2130.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
13434,2015-04-01,,Two year,No,Credit card (automatic),20.5,1191.4,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
13435,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,50.5,50.5,DSL,No,No,Yes,No,No,No,Male,0,No,No,No,1
13436,2015-10-01,,Two year,No,Mailed check,50.2,2554.0,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
13437,2014-04-01,,Two year,No,Bank transfer (automatic),79.6,5589.45,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
13438,2018-07-01,,Two year,Yes,Bank transfer (automatic),24.9,467.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
13439,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,74.4,74.4,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
13440,2017-03-01,,Month-to-month,Yes,Electronic check,106.9,3756.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
13441,2017-06-01,,Month-to-month,Yes,Electronic check,101.35,3334.9,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
13442,2018-09-01,,Month-to-month,Yes,Credit card (automatic),55.35,920.5,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
13443,2014-07-01,,One year,No,Credit card (automatic),50.55,3431.75,DSL,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
13444,2019-05-01,,Month-to-month,No,Bank transfer (automatic),19.5,150.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
13445,2017-03-01,2019-10-01,One year,Yes,Mailed check,79.45,2587.7,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,Yes,1
13446,2019-10-01,,Month-to-month,No,Electronic check,90.65,367.95,Fiber optic,Yes,No,No,No,Yes,No,Male,0,No,No,Yes,0
13447,2015-04-01,,One year,Yes,Bank transfer (automatic),89.85,5125.75,Fiber optic,Yes,Yes,No,Yes,No,No,Male,1,Yes,Yes,Yes,0
13448,2015-02-01,,One year,No,Mailed check,79.0,4801.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
